id,message,created_time,updated_time,Total_comments,Total_reactions,Total_like,Total_love,Total_haha,Total_wow,Total_sad,Total_angry,Total_likes
344,Check out our collaboration with Amazon Web Services  and the South African National Space Agency that yielded a machine learning model that can identify informal settlements from satellite imagery! 😁 #BuildingAITogether  Read more👉https://bit.ly/3vaXZ7K,5/20/2021 16:00,5/20/2021 16:00,0,4,4,0,0,0,0,0,4
345,"Precious Kolawole is a Machine Learning Engineering Intern at Lendsqr in Nigeria. Her interest, however, lies in the intersection of Artificial Intelligence and Healthcare! We are super excited to have her as a mentor in our Women's Mentorship Programme!! 😁🤩 #BuildingAITogether #Mentorship #ChooseToChallenge",5/19/2021 20:01,5/19/2021 20:01,0,10,8,2,0,0,0,0,8
346,"Here at Zindi, we truly cherish the work we do with our partners, sponsors and our community! We would not be able to solve African problems without the collaborative effort of the brilliant minds on our platform. A big THANK YOU goes to all our Zindians! 😁🤩❤️ #BuildingAITogether #BrainTriggering Subscribe👉https://youtu.be/DxQcV3bsprM",5/19/2021 16:00,5/19/2021 16:00,0,2,2,0,0,0,0,0,2
347,OPPORTUNITY | This doctoral training program established by AIMS provides emerging African scientists the opportunity to conduct research at the forefront of data science. Find out more and apply now! 👉https://bit.ly/2RvSdPb,5/18/2021 20:00,5/18/2021 20:00,0,3,3,0,0,0,0,0,3
348,"NEW COMPETITION | iXperience brings you the Mobile Banking Prediction challenge! Enrol now and stand a chance to win a scholarship worth $3,495USD!! 😁🤩 Enrol now👉https://bit.ly/3fqhOkL",5/18/2021 16:00,5/18/2021 16:00,0,3,3,0,0,0,0,0,3
349,"Our CEO, Celina Lee is speaking at Data Analysts for Social Good’s #GoodTechFest May 18 &19! Register for this virtual event today and join us along with a fantastic community of people that believe in creating impact in this world! Use the code FriendOfTheNerd to register for FREE 👉 www.goodtechfest.com",5/17/2021 16:00,5/17/2021 16:00,0,8,8,0,0,0,0,0,8
350,Claim your free ticket and join us at AI Expo Africa 2021!! 😁🤩,5/17/2021 9:39,5/17/2021 9:39,0,1,1,0,0,0,0,0,1
351,"Have you enrolled yourself in the Deepfake Africa Challenge yet? Join Zindi, Wesgro,  in collaboration with AI Expo Africa, and shed some light on the ""pandemic of deepfakes"". Thank you IOL News for the mention!! 😁 🤩 Enrol now👉https://bit.ly/2PY88Ff Check it out👉https://bit.ly/3ycIMVr",5/16/2021 16:00,5/16/2021 16:00,0,2,2,0,0,0,0,0,2
352,Wishing all of our users and communities #EidMubarak! ✨🌙 Our thoughts are with all those who cannot celebrate with their families and loved ones this year.,5/14/2021 16:00,5/14/2021 16:00,0,5,5,0,0,0,0,0,5
353,"Once again, our super amazing #ZindiAmbassador Davis David bring you an awesome #tutorial! This week, we learn how to write configuration files into our #machinelearning projects! 🤩🤓 Learn more👉https://bit.ly/3eEwopr",5/13/2021 16:00,5/13/2021 16:00,0,4,3,1,0,0,0,0,3
354,"Remember that the only way to apply machine learning and data science concepts is by getting your hands dirty! Here is a list of 25 machine learning and AI platforms, featuring Zindi, that you should check out to get started on your data science journey! Thank you for the mention Analytics Vidhya! 😁🤩  Read more👉https://bit.ly/3yfH7yy Photo credit: Davis David",5/12/2021 16:00,5/12/2021 16:00,0,3,3,0,0,0,0,0,3
355,"Our friends at NVIDIA kicked off their GPU Technology conference recently, and were able to attract a record 20,000+ developers, industry leaders, policymakers and researchers in emerging markets across 95 countries! 😁🥳🤩 Read more👉https://bit.ly/3uQuzeZ",5/11/2021 16:00,5/11/2021 16:20,1,2,2,0,0,0,0,0,2
356,How are you doing in the Lacuna - Correct Field Detection Challenge? Are you on the leaderboard yet? This challenge ends in a month! 😁🤩 Make a submission👉https://bit.ly/31MWcs5,5/10/2021 16:00,5/10/2021 16:00,0,2,2,0,0,0,0,0,2
357,"2020 was a truly unique, disruptive and exciting year for African technology and telecoms. Join the virtual East Africa Com to explore the biggest trends this year, with top industry experts and inspiring leaders. 😁 Register for your free ticket👉https://bit.ly/3xZymIS",5/8/2021 16:00,5/8/2021 16:00,0,3,3,0,0,0,0,0,3
358,"NEW CHALLENGE | The DeepFake Africa Challenge focuses on creating convincing #DeepFakes to highlight the power of this synthetic media, both for good and bad!  Enrol now👉https://bit.ly/2PY88Ff",5/7/2021 16:00,5/7/2021 16:00,0,9,9,0,0,0,0,0,9
359,"Kenyan #ZindiAmbassador, Rose Delilah Gesicho is truly an inspiration to us here at Zindi and women in STEM! 😁 Read about her journey as a data scientist and how she found her passion! 🤩💪 Read more👉https://bit.ly/33kxv7f",5/6/2021 16:00,5/6/2021 16:00,0,4,4,0,0,0,0,0,4
360,ICTworks illustrates the 3 barriers to data sharing for African Artificial Intelligence. Let's start the conversation on the challenges that come with accessing and sharing African data driven by non-African stakeholders.  “Data often move at the speed of trust.” – Hamilton and Hopkins  Read more👉https://bit.ly/3eSCXDP,5/5/2021 16:00,5/5/2021 16:00,0,3,3,0,0,0,0,0,3
361,"Tomorrow at 5pm GMT, our amazing CEO, Celina Lee will be apart of a workshop for #GDDP2021, among other AI Roundtable Partners! Tune in! 😁 Sign up👉digitaldevforum.course.tc",5/4/2021 16:01,5/4/2021 16:01,0,4,4,0,0,0,0,0,4
362,"The afterglow of #UmojaHackAfrica 2021 is still around! Read about #UHA winner, Tony Mipawa's experience, and how the data science field needs an uptake in women! University World News thank you for the feature! Read more👉https://bit.ly/3gUUVrN",5/3/2021 15:58,5/3/2021 15:58,0,5,4,1,0,0,0,0,4
363,"The EU is considering banning the use of AI for a number of purposes, including mass surveillance and social credit scores. What do you think about countries using AI for these purposes?  Read more👉https://bit.ly/3vBEmoZ",5/2/2021 16:00,5/2/2021 16:00,0,3,3,0,0,0,0,0,3
364,A pair of orbiting black holes millions of times the Sun’s mass perform a hypnotic pas de deux in a new NASA visualization. 😍 Read more👉https://bit.ly/3e6NuMk,5/1/2021 16:00,5/1/2021 16:00,0,1,1,0,0,0,0,0,1
366,The Neuromatch Academy-NMA is back this year with 2 super awesome courses in Computational NeuroScience and Deep Learning! 😁🤩 Applications close 7 May.  Learn more & APPLY👉https://bit.ly/3uaqz8s,4/30/2021 16:00,4/30/2021 16:00,0,6,5,1,0,0,0,0,5
367,Do you remember Part 1 of How to approach a machine learning project? Well here is Part 2!! Continue learning so that you can win your first data science competition on Zindi! 😁 Learn more👉https://bit.ly/3aOAaKD,4/29/2021 16:00,4/29/2021 16:00,0,5,4,1,0,0,0,0,4
368,,4/29/2021 10:21,4/29/2021 10:21,0,7,5,2,0,0,0,0,5
369,"Use your machine learning skill to help AirQo develop a model that will ‘power up’ accurate insights and decisions made by citizens, government and industry that reflect the true air quality values! 🌤 Join the AirQo Low-Cost Air Quality Monitor Calibration Challenge by #DataFestKampala today!  Enrol now👉https://bit.ly/3sZw2h8",4/28/2021 16:01,4/28/2021 16:01,0,2,2,0,0,0,0,0,2
370,"The Central Intelligence Agency has employed it for hacking, Pixar for producing films, Google for crawling web pages and Spotify for recommending songs. No one could of known how successful this programming language would be! 😌 😁 Read more👉https://bit.ly/3xqIOZx",4/27/2021 16:00,4/27/2021 16:00,0,4,2,2,0,0,0,0,2
371,Only 13 days before the AI4D Malawi News Classification Challenge closes! 📰 Are you on the leaderboard? Improve on text classification techniques and algorithms for text in Chichewa! 😁🤩 Make a submission👉https://bit.ly/3bWxY5c,4/26/2021 16:01,4/26/2021 16:01,0,2,2,0,0,0,0,0,2
372,Did you know that there are super awesome workspaces on slack that you can join that are completely open and dedicated to data science? Check it out👉https://bit.ly/3mTQXR6,4/25/2021 16:00,4/25/2021 16:00,0,2,2,0,0,0,0,0,2
373,Wanna have some fun? Here is a cool and simple Pokemon inspired game!  Check it out👉https://bit.ly/3dkUZPx,4/24/2021 16:00,4/24/2021 16:00,0,1,0,0,1,0,0,0,0
374,"""A.I. researchers are starting to think about how technology can solve the problem it created. Algorithms with names like “PrivacyNet” and “AnonymousNet” and “Fawkes” now offer a glimmer of refuge from the facial recognition algorithms trawling the public web."" Read more👉https://bit.ly/2QsddWq",4/23/2021 21:00,4/23/2021 21:00,0,3,2,1,0,0,0,0,2
375,"Happy #earthday Zindians!  This is a satellite image showing irrigated farms in Namakwa, South Africa. At Zindi we use images like this to help farmers better manage their crops and researchers better understand agricultural trends in Africa. Check out earthview.withgoogle.com for more pictures of our beautiful planet.  What are going to do this year to make the planet a happier, healthier place?",4/22/2021 15:48,4/22/2021 15:48,0,6,4,2,0,0,0,0,4
376,,4/22/2021 12:15,4/22/2021 12:15,0,1,1,0,0,0,0,0,1
377,#BuildingAITogether #ChooseToChallenge,4/21/2021 16:00,4/21/2021 16:00,0,1,0,1,0,0,0,0,0
378,"Have you ever wondered what it would take to mass produce humanoid robots like in those big budget productions, Blade Runner and Westworld?  Read more👉https://bit.ly/3doHdvq",4/20/2021 16:00,4/20/2021 16:00,0,0,0,0,0,0,0,0,0
379,"“Deep learning has taken the world by storm and has had a huge impact on many industries, sectors, and scientific fields. We have now developed a tool that makes it possible to utilize the incredible potential of deep learning, with focus on images taken with microscopes,” says Benjamin Midtvedt, a doctoral student in physics and the main author of the study.  The image shows how a neural network is used to retrieve interesting information from a microscope image. Credit: Aykut Argun Read more👉https://bit.ly/3adoelu",4/18/2021 16:00,4/18/2021 16:00,0,2,2,0,0,0,0,0,2
380,What influence do conspiracy theories have on our behavior? Scientists led by behavioral economist Loukas Balafoutas investigated this question in a recently published study. The result: We don’t need to believe in conspiracy theories for them to have an impact on us. Merely being confronted with them suffices. Read more👉https://bit.ly/3x3IgbY,4/18/2021 16:00,4/18/2021 16:00,0,1,1,0,0,0,0,0,1
381,Its been a week since our Zindi Queens came together to participate in the Women's Hack for Safety to predict which women are at highest risk of being victimized in South Africa. 💪 We are super proud to announce our winners! 🤩 Well done and congratulations to everyone! ✊🖤🥳 #BuildingAITogether #ChooseToChallenge #WomenSupportingWomen,4/17/2021 16:00,4/17/2021 16:00,0,5,4,1,0,0,0,0,4
382,"Are you looking to improve you skills through a low pressure challenge? Granular information on economic well-being is extremely useful for governments, policy makers, and NGOs. Join this challenge and help predict wealth in Africa! 😊 🌍 Enrol now👉https://bit.ly/3e7KM8b",4/16/2021 16:00,4/16/2021 16:00,0,4,4,0,0,0,0,0,4
383,Standard Bank Group  is one of our biggest supporters of #UmojaHackAfrica2021 and we couldn't be more grateful! A huge thank you goes to Ed Jordan for these kind words.  #BuildingAITogether,4/15/2021 20:00,4/15/2021 20:00,0,4,3,1,0,0,0,0,3
384,"Tony Mipawa is one of the top #Zindians who participated in #UmojaHackAfrica2021, and he has been kind enough to share a tutorial on his winning solution as well as some lessons he learned along the way! 😁🥳🤩 Read more👉https://bit.ly/32hRlzK",4/15/2021 16:00,4/15/2021 16:00,0,10,10,0,0,0,0,0,10
385,"Ramadan Kareem to all! Zindi wishes you all a happy, safe, and amazing holy month! ✨🌙 🙂",4/14/2021 20:00,4/14/2021 20:00,0,12,8,4,0,0,0,0,8
386,,4/14/2021 18:30,4/14/2021 18:30,0,2,1,1,0,0,0,0,1
387,Do you need a mentor to help you improve your data science skills? 😁 We are still accepting applications for our Women's Mentorship Program!! This is open to any level from beginner to intermediate. #BuildingAITogether #WomenSupportingWomen #ChooseToChallenge  APPLY NOW👉https://bit.ly/3racAyD,4/14/2021 16:00,4/14/2021 18:01,1,5,5,0,0,0,0,0,5
388,"The ZPU needs a new component! 😉 If you are looking to join a fun, exceptional team that's building something amazing? Zindi is hiring! The role will involve data wrangling and data modelling. APPLY NOW! 😁 👉https://bit.ly/3uL60zt",4/13/2021 16:06,4/13/2021 16:06,0,10,9,1,0,0,0,0,9
389,This was a Data science Workshop by CUBE Zanzibar  focused on an introduction to data science and machine learning! Attendees were also given an overview about Zindi and how they can get different opportunities and benefits by joining the Zindiverse! 😁,4/12/2021 16:00,4/12/2021 16:00,0,2,2,0,0,0,0,0,2
390,"In just a few minutes, the Women's Hack for Safety kicks off! We are super excited to announce our final panelist, who is of course, Zindi CEO, Celina Lee!! 😁 😆  Once again, huge thanks goes to AFD - Agence Française de Développement and Women in AI  for their support! #BuildingAITogether #WomenSupportingWomen #ChooseToChallenge Tune in👉https://youtu.be/6DvUwKr8QJ8",4/10/2021 9:42,4/10/2021 9:44,0,6,6,0,0,0,0,0,6
392,"Meet Rose Wambui! 😁   She is an experienced Software Engineer and a self-taught Data Scientist with a demonstrated history of working in the information technology and services industry. She holds an undergraduate degree in Computer Security and Digital Forensics, and she is a Certified  IBM Data Science Professional. Rose is also a technical author at Neptune.ai! She is passionate about using Machine Learning and AI to improve Africa’s technology, cybersecurity threats, and improving the state of agriculture through smart/precision farming.  We are super excited to her her as part of our panel tomorrow at the Women's Hack for Safety! 😁🥳 Huge thanks goes to AFD - Agence Française de Développement and Women in AI for their support! #BuildingAITogether #WomenSupportingWomen #ChooseToChallenge Enrol now👉https://bit.ly/3maPZQc",4/9/2021 20:00,4/9/2021 20:00,0,1,1,0,0,0,0,0,1
393,😁,4/9/2021 19:50,4/9/2021 19:50,0,0,0,0,0,0,0,0,0
394,NEW CHALLENGE | Have you enrolled in the AutoInland Vehicle Insurance Claim Challenge yet?? Help an organisation predict if a client will claim on their vehicle insurance! 🧐🤩 Enrol now👉https://bit.ly/3fU28I7,4/9/2021 16:00,4/9/2021 16:00,0,7,6,1,0,0,0,0,6
395,"If you would like to find out more about how #UmojaHackAfrica2021 went, we have written something special for you! Once again, a big thank to our sponsors Microsoft, InstaDeep, Standard Bank Group, #DeepMind, NVIDIA, and Old Mutual Limited! 😁🤩    Read More👉https://bit.ly/3sX5Swe",4/8/2021 20:00,4/8/2021 20:00,0,4,3,1,0,0,0,0,3
